1,744.4184,198.8102,2.258717,0,1.590172,0,64,0.0001547292,0.0006420767,0.003028328,0.002702558,0.000656485,0.0003307445,0.005442095,0.007089555,0.0005301023,0.003804425,0.006276677,0.01120047,0.001697536,0.01713518,0.004770124,0.02018589,0.01615866,0.05757454,0.02474598,0.09746177,0.0297605,0.1243244,0.05215049,0.2751368,0.02081055,0.1158773,0.06855205,0.3587779,0.003581448,0.04605612,0.03977493,0.3129511,-0.001810706,0.06049744,0.07874817,0.3188665,-0.02890242,0.03140437,0.1412464,0.4351375,-0.02575607,-0.06973804,0.1116136,0.3369215,0.02328424,-0.04572996,0.07732102,0.1984426,-5.370007E-06,-0.01926048,0.130067,0.150736,-0.05548286,0.001852755,0.2344307,0.145661,-0.04191653,-0.00967441,0.06877892,0.06224836,0.03476223,0.01768992,0.04619737,0.07800183
2,709.999,200.1821,2.009659,0,1.521879,1,64,0.003875436,0.02038843,0.006263431,0.02406977,0.006744493,0.05008439,0.01052259,0.05769877,0.0008126039,0.05012799,0.008143587,0.07010214,0.0001939583,0.02704906,0.003932208,0.06446595,0.00695163,0.0415806,0.0493586,0.2667964,0.01706314,0.06629401,0.07281705,0.3992288,-0.005659364,0.05452502,0.06364185,0.3901775,-0.008237274,0.01492955,0.03169052,0.2515047,0.03703868,-0.02088155,0.108043,0.1755638,-0.006597122,0.0119953,0.3140257,0.2185274,-0.003273322,0.002461865,0.2571772,0.2067461,-0.03990345,0.004664203,0.1293652,0.0994619,0.04841863,0.014644,0.0636996,0.09654414,-0.01337006,0.007710607,0.1394831,0.2393667,0.00179719,0.001482752,0.125632,0.2282685,-0.01801864,0.008659082,0.07918356,0.1282865
3,724.4016,208.6622,1.932234,0,3.078595,1,64,-0.0414601,-0.000810629,0.1169995,0.06230126,0.01862092,-0.03247997,0.06614621,0.05706234,0.03322928,-0.01470696,0.2079041,0.05929817,-0.04107588,0.01080033,0.10475,0.0223014,-0.06440305,0.02822578,0.2042669,0.1154364,7.891473E-05,0.06616435,0.1543224,0.09625693,0.04887359,0.02737725,0.3109411,0.1174883,-0.06322533,0.009330253,0.2455363,0.04426086,-0.005890064,0.01741385,0.2376523,0.08951587,-0.00697401,0.04190058,0.312105,0.2672405,-0.001001949,0.01716447,0.3207231,0.2445542,-0.06533299,0.01445138,0.2507047,0.04627131,0.00104329,-0.02552963,0.1147403,0.06190426,-0.004770348,-0.02312814,0.199413,0.1649871,0.02421645,-0.01161217,0.1483768,0.1779976,-0.03413683,0.001866148,0.1537817,0.02452318
4,767.8984,212.1493,2.23978,0,1.752308,0,64,0.002201627,0.005520214,0.004325414,0.008653515,0.008273941,0.04139615,0.01221594,0.04728249,0.008122031,0.04732898,0.0117147,0.08073964,0.002813762,0.0266515,0.006427763,0.06290795,0.02254442,0.08249058,0.04494543,0.2067212,0.02649934,0.1095876,0.06759674,0.3978784,-0.001835248,0.06990395,0.07537828,0.4298913,-0.006397764,0.03978158,0.05017992,0.236078,-0.007347093,-0.006385852,0.1230353,0.2166553,0.04124824,-0.01806997,0.2243053,0.2577372,-0.04532807,-0.02022964,0.2826293,0.2439881,0.006669136,-0.008460448,0.1986796,0.13867,-0.03219762,0.006966837,0.1158725,0.06602264,0.01209894,-0.04592036,0.185908,0.1180586,-0.03554941,-0.04140794,0.1208099,0.1189212,0.01204275,-0.0007569205,0.07490265,0.1019171
5,623.3252,213.6695,2.029309,0,1.065462,0,64,-0.002335577,0.001683977,0.007308016,0.008395505,0.004740973,-0.00101024,0.0125281,0.0128315,-0.00192559,-0.002833984,0.01278783,0.01418251,0.0008645874,-0.002244673,0.008180939,0.008173547,0.02125164,0.1200954,0.06130167,0.1936855,0.04688129,0.2283646,0.08441953,0.3326511,0.002716874,0.164367,0.0593526,0.2558123,-0.01566547,0.07453065,0.03380181,0.1666446,-0.02971761,0.01487963,0.1120547,0.1936147,0.04322817,0.0457139,0.2026214,0.3958185,-0.06719761,-0.02534836,0.1563901,0.3210186,0.01441778,-0.04297638,0.07735524,0.1758144,-0.0222945,-0.02384201,0.1091425,0.106882,0.03678827,-0.03253568,0.2104799,0.2591997,-0.08755548,-0.02777785,0.1259044,0.1688987,0.04838044,0.02679342,0.09763421,0.1089495
6,667.9753,214.1389,2.227208,0,3.30152,0,64,-0.0006268937,0.007960835,0.155156,0.1527325,-0.1134476,-0.05950063,0.196983,0.1158789,0.01536678,-0.00533476,0.08261232,0.06585427,0.02488863,0.0007763627,0.1806592,0.05683312,-0.0818042,-0.06795887,0.1938179,0.1596064,0.002442158,0.05262627,0.2116558,0.2567326,-0.02733736,0.07265057,0.1923374,0.2174269,0.005371477,-0.008394982,0.2709096,0.08164611,-0.02294578,-0.0345677,0.1082591,0.1206555,0.1130991,-0.03372724,0.2189918,0.2369213,-0.05215227,-0.02518399,0.2951723,0.2237402,-0.04073173,-0.01981922,0.2473169,0.08735334,0.04062085,-0.009952159,0.09145646,0.09393163,-0.02582736,0.01162949,0.138714,0.1801226,0.01191129,-0.003050544,0.1496554,0.1048131,-0.0398452,-0.01923626,0.1045681,0.04937944
7,708.0681,214.2176,1.934826,0,1.596683,1,64,0.01261845,0.004597821,0.05214139,0.1478114,0.0007457013,0.01226844,0.08887056,0.2206018,-0.01128428,-0.00110739,0.07834504,0.2139306,-0.009795171,-0.009948242,0.03462236,0.1292696,0.06644559,-0.0131876,0.1353755,0.1468643,-0.03191004,-0.01780839,0.3577154,0.1840193,0.006334621,-0.02476536,0.2460631,0.1785884,-0.04581707,-0.01493199,0.1108885,0.07871672,0.04351424,0.02071799,0.07933579,0.2296881,-0.04415724,-0.01631108,0.1670817,0.3357587,0.01167441,-0.01644482,0.1446771,0.3781541,-0.01767534,0.03660485,0.09574485,0.2120477,0.002659522,0.005892632,0.1063067,0.08065075,-0.0345929,0.006272755,0.1297886,0.1592185,0.001527546,-0.01404071,0.1308505,0.101566,0.01297336,-0.02258039,0.08838768,0.07127535
8,633.1372,215.1041,2.010648,0,4.284744,1,64,0.02291465,0.02605282,0.06923541,0.07246087,-0.01192418,0.08556206,0.1601623,0.218429,0.01017176,0.0443673,0.1407211,0.1347301,-0.01050263,0.02956335,0.1206447,0.1319762,0.05233416,0.03769188,0.1111932,0.1959486,-0.07321784,-0.0268585,0.2729596,0.4054462,0.0556511,0.01646147,0.22032,0.282036,-0.03001654,-0.02428231,0.1418025,0.1810872,0.01462715,-0.0727052,0.0685136,0.1885203,0.01902067,-0.09438033,0.1453397,0.2870921,-0.01128383,-0.06648575,0.1346373,0.3223765,-0.002764999,-0.0544517,0.08573058,0.1993816,0.001734256,-0.01930515,0.008900816,0.0265098,0.001655012,-0.04286737,0.01749117,0.05340986,-0.003041002,-0.03661038,0.02041883,0.06374061,-0.001519081,-0.01979248,0.01303957,0.03777052
9,747.6701,218.1978,2.089194,0,3.876133,0,64,0.02039712,0.002643822,0.1327259,0.08897864,-0.02922102,0.00778272,0.1708926,0.07297321,0.03273062,-0.01026398,0.1457901,0.1950282,-0.006802351,0.0006442389,0.1320589,0.1393531,-0.0097386,0.005584612,0.2183858,0.1402083,-0.02250967,0.01306764,0.2937977,0.2096354,0.01571645,0.04161743,0.1923184,0.3569617,-0.009986074,-0.01890904,0.2389302,0.1979981,-0.05935507,-0.02465042,0.1770825,0.1115757,0.03044887,-0.06349736,0.1552555,0.133848,0.03061337,-0.06676232,0.2606549,0.2413694,-0.03795932,-0.03139849,0.2198578,0.1465501,-0.03735447,0.01022725,0.1038258,0.07067812,0.02019035,0.01898554,0.05216398,0.04836715,0.03834282,0.01906767,0.1640629,0.1224825,-0.03631324,-0.01676179,0.09448543,0.05948097
10,755.9189,218.199,1.960873,0,3.952996,1,64,-0.01322797,0.01070265,0.1317261,0.07783097,0.05171135,0.05854651,0.1319315,0.08522122,0.01118068,0.0370773,0.1400028,0.1704678,0.006621968,0.01186574,0.139634,0.08600418,-0.03062314,-0.01670722,0.1864641,0.09875841,0.0412278,0.0004757392,0.1883117,0.2057737,0.03119159,-0.03453423,0.2090422,0.3524723,-0.05640297,-0.02467363,0.241076,0.1655483,-0.02102313,-0.04239139,0.1857176,0.1200578,0.04335542,0.01457676,0.2265211,0.2693954,-0.009978008,-0.01380603,0.2569667,0.2970178,-0.05468585,-0.03423936,0.2058069,0.1359591,-0.01479868,-0.0110152,0.04153163,0.0311176,0.04761976,-0.02355885,0.09629665,0.08289928,0.003179415,-0.01735713,0.1923273,0.1459098,-0.02496619,-0.01470243,0.06133956,0.04209562
